max_depth,learning_rate,subsample,colsample_bytree,best_iteration,val_auc,val_log_loss,val_accuracy,val_brier
4,0.03,1.0,0.85,199,0.8100310197083488,0.5239046339408578,0.7208929061688243,0.17735105752944946
4,0.03,1.0,1.0,217,0.8099179016536173,0.5240221672544751,0.7200059132858863,0.17742133140563965
4,0.05,0.6,0.7,135,0.8106825825582049,0.5232757879486082,0.7206183607526768,0.1770952343940735
4,0.05,0.6,0.85,136,0.8107851564277158,0.5233545558810571,0.7210196194378155,0.17710049450397491
4,0.05,0.6,1.0,124,0.8103703087519414,0.523690298279577,0.7202593398238686,0.177250474691391
4,0.05,0.7,0.7,136,0.8103901419896753,0.5235374204601718,0.7208717872906591,0.17719431221485138
4,0.05,0.7,0.85,124,0.8101397122383022,0.5239907527121627,0.71985808113873,0.17735089361667633
4,0.05,0.7,1.0,121,0.8099971569950677,0.5239835839056518,0.7198792000168951,0.1773950755596161
4,0.05,0.85,0.7,114,0.8103281444999407,0.523710732539197,0.720533885240016,0.1772579699754715
4,0.05,0.85,0.85,122,0.809991088290156,0.5241710859084716,0.7203649342146945,0.1774226725101471
4,0.05,0.85,1.0,149,0.8100529591069378,0.5240424605169762,0.7194779413317565,0.1774107813835144
4,0.05,1.0,0.7,115,0.8102624271072982,0.523824347619137,0.7209773816814851,0.17729483544826508
4,0.05,1.0,0.85,118,0.8099220872134361,0.5241401999506123,0.7201326265548774,0.17743586003780365
4,0.05,1.0,1.0,128,0.8099858286864282,0.5240621123268072,0.7202171020675382,0.17741131782531738
4,0.1,0.6,0.7,71,0.8103910643828665,0.5238998628044164,0.7208084306561635,0.1772747039794922
4,0.1,0.6,0.85,66,0.8101680245353019,0.5240309541873356,0.720195983189373,0.17738887667655945
4,0.1,0.6,1.0,91,0.8101373116966415,0.5241911443989913,0.7201326265548774,0.1774340569972992
4,0.1,0.7,0.7,62,0.8104238708934993,0.523639565281243,0.7209562628033199,0.17721104621887207
4,0.1,0.7,0.85,94,0.8100756977940173,0.5240619193607858,0.7204071719710249,0.17739202082157135
4,0.1,0.7,1.0,83,0.8099917439564959,0.524005914399649,0.7197313678697388,0.17740146815776825
4,0.1,0.85,0.7,62,0.8100158296587769,0.5239322990646449,0.7202593398238686,0.17734359204769135
4,0.1,0.85,0.85,70,0.809885804333107,0.5240158446992923,0.7200270321640514,0.1774316132068634
